#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IFNAR2	IL10RB	9606.ENSP00000343957	9606.ENSP00000290200	0	0.323	0	0	0.290	0	0	0.898	0.947
IFNAR2	IL12A	9606.ENSP00000343957	9606.ENSP00000303231	0	0	0	0	0	0	0.650	0	0.650
IFNAR2	IL13	9606.ENSP00000343957	9606.ENSP00000304915	0	0	0	0	0	0	0.650	0.291	0.741
IFNAR2	IFNLR1	9606.ENSP00000343957	9606.ENSP00000327824	0	0	0	0	0	0	0	0.828	0.828
IFNAR2	IFNL1	9606.ENSP00000343957	9606.ENSP00000329991	0	0	0	0	0	0	0.650	0.750	0.908
IFNAR2	IFNL2	9606.ENSP00000343957	9606.ENSP00000333639	0	0	0	0	0	0	0.650	0.718	0.897
IFNAR2	STAT4	9606.ENSP00000343957	9606.ENSP00000351255	0	0	0	0	0.070	0.046	0	0.429	0.449
IFNAR2	IRF5	9606.ENSP00000343957	9606.ENSP00000418037	0	0	0	0	0.106	0.099	0	0.427	0.499
IFNAR2	IL20	9606.ENSP00000343957	9606.ENSP00000356065	0	0	0	0	0	0	0.650	0	0.650
IFNAR2	IL24	9606.ENSP00000343957	9606.ENSP00000375795	0	0	0	0	0	0	0.650	0.178	0.700
IFNAR2	IL19	9606.ENSP00000343957	9606.ENSP00000499459	0	0	0	0	0	0	0.650	0.194	0.705
IFNAR2	IL22	9606.ENSP00000343957	9606.ENSP00000442424	0	0	0	0	0	0	0.650	0.513	0.822
IFNAR2	IL6	9606.ENSP00000343957	9606.ENSP00000385675	0	0	0	0	0.086	0	0.650	0.506	0.828
IFNAR2	IFNL3	9606.ENSP00000343957	9606.ENSP00000481633	0	0	0	0	0	0	0.650	0.582	0.847
IFNAR2	IL10	9606.ENSP00000343957	9606.ENSP00000412237	0	0	0	0	0.066	0	0.650	0.678	0.885
IFNAR2	IFNGR1	9606.ENSP00000343957	9606.ENSP00000356713	0	0	0	0	0.120	0	0.900	0.918	0.992
IFNAR2	IFNE	9606.ENSP00000343957	9606.ENSP00000418018	0	0	0	0	0	0	0.900	0.955	0.995
IFNAR2	IFNW1	9606.ENSP00000343957	9606.ENSP00000369578	0	0	0	0	0	0.946	0.900	0.630	0.997
IFNAR2	STAT1	9606.ENSP00000343957	9606.ENSP00000354394	0	0	0	0	0.121	0.738	0.900	0.957	0.998
IFNAR2	TYK2	9606.ENSP00000343957	9606.ENSP00000431885	0	0	0	0	0.076	0.068	0.900	0.995	0.999
IFNAR2	IFNB1	9606.ENSP00000343957	9606.ENSP00000369581	0	0	0	0	0.098	0.287	0.900	0.998	0.999
IFNAR2	JAK1	9606.ENSP00000343957	9606.ENSP00000499900	0	0	0	0	0.094	0.635	0.900	0.997	0.999
IFNB1	IL2RB	9606.ENSP00000369581	9606.ENSP00000216223	0	0	0	0	0.042	0	0.650	0.259	0.729
IFNB1	RIPK2	9606.ENSP00000369581	9606.ENSP00000220751	0	0	0	0	0.114	0	0	0.437	0.480
IFNB1	IL10RA	9606.ENSP00000369581	9606.ENSP00000227752	0	0	0	0	0	0	0.650	0.380	0.773
IFNB1	IL23A	9606.ENSP00000369581	9606.ENSP00000228534	0	0	0	0	0.072	0	0	0.396	0.415
IFNB1	IL26	9606.ENSP00000369581	9606.ENSP00000229134	0	0	0	0	0	0	0	0.418	0.418
IFNB1	IFNG	9606.ENSP00000369581	9606.ENSP00000229135	0	0	0	0	0.149	0	0	0.943	0.950
IFNB1	IL4	9606.ENSP00000369581	9606.ENSP00000231449	0	0	0	0	0.054	0	0	0.717	0.720
IFNB1	IL9R	9606.ENSP00000369581	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0.110	0.675
IFNB1	IL12RB2	9606.ENSP00000369581	9606.ENSP00000262345	0	0	0	0	0.042	0	0.650	0.329	0.755
IFNB1	IL27RA	9606.ENSP00000369581	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0.305	0.746
IFNB1	STAT3	9606.ENSP00000369581	9606.ENSP00000264657	0	0	0	0	0.099	0	0	0.725	0.741
IFNB1	IL22RA1	9606.ENSP00000369581	9606.ENSP00000270800	0	0	0	0	0.042	0	0.650	0.282	0.738
IFNB1	IL9	9606.ENSP00000369581	9606.ENSP00000274520	0	0	0	0	0.089	0	0	0.476	0.502
IFNB1	IFNK	9606.ENSP00000369581	9606.ENSP00000276943	0	0	0.113	0.777	0.060	0	0	0.625	0.660
IFNB1	IL18	9606.ENSP00000369581	9606.ENSP00000280357	0	0	0	0	0	0	0	0.717	0.717
IFNB1	IL10RB	9606.ENSP00000369581	9606.ENSP00000290200	0	0	0	0	0.067	0.258	0.650	0.507	0.864
IFNB1	IL22RA2	9606.ENSP00000369581	9606.ENSP00000296980	0	0	0	0	0.044	0	0.650	0.199	0.708
IFNB1	NOD2	9606.ENSP00000369581	9606.ENSP00000300589	0	0	0	0	0.089	0	0	0.610	0.630
IFNB1	IL13	9606.ENSP00000369581	9606.ENSP00000304915	0	0	0	0	0.047	0	0	0.620	0.622
IFNB1	IL20RA	9606.ENSP00000369581	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0.192	0.705
IFNB1	IL23R	9606.ENSP00000369581	9606.ENSP00000321345	0	0	0	0	0.042	0	0.650	0.299	0.744
IFNB1	IFNLR1	9606.ENSP00000369581	9606.ENSP00000327824	0	0	0	0	0	0	0.650	0.782	0.920
IFNB1	IL20RB	9606.ENSP00000369581	9606.ENSP00000328133	0	0	0	0	0	0	0.650	0.192	0.705
IFNB1	IFNL1	9606.ENSP00000369581	9606.ENSP00000329991	0	0	0	0	0.638	0	0	0.900	0.962
IFNB1	IFNL2	9606.ENSP00000369581	9606.ENSP00000333639	0	0	0	0	0.255	0	0	0.772	0.822
IFNB1	NLRP3	9606.ENSP00000369581	9606.ENSP00000337383	0	0	0	0	0.053	0	0	0.611	0.616
IFNB1	IL21R	9606.ENSP00000369581	9606.ENSP00000338010	0	0	0	0	0	0	0.650	0.222	0.716
IFNB1	STAT4	9606.ENSP00000369581	9606.ENSP00000351255	0	0	0	0	0.064	0	0	0.462	0.476
IFNB1	STAT1	9606.ENSP00000369581	9606.ENSP00000354394	0	0	0	0	0.106	0	0.500	0.906	0.954
IFNB1	IFNGR1	9606.ENSP00000369581	9606.ENSP00000356713	0	0	0.206	0	0.098	0	0.650	0.789	0.940
IFNB1	IL6R	9606.ENSP00000369581	9606.ENSP00000357470	0	0	0	0	0.105	0	0.650	0.399	0.795
IFNB1	IL13RA1	9606.ENSP00000369581	9606.ENSP00000360730	0	0	0	0	0.099	0	0.650	0.219	0.732
IFNB1	IL13RA2	9606.ENSP00000369581	9606.ENSP00000361004	0	0	0	0	0	0	0.650	0.196	0.706
IFNB1	IL2RA	9606.ENSP00000369581	9606.ENSP00000369293	0	0	0	0	0	0	0.650	0.392	0.778
IFNB1	IL24	9606.ENSP00000369581	9606.ENSP00000375795	0	0	0	0	0.107	0	0	0.415	0.455
IFNB1	IFNE	9606.ENSP00000369581	9606.ENSP00000418018	0	0	0	0.826	0.065	0	0	0.575	0.586
IFNB1	IL11RA	9606.ENSP00000369581	9606.ENSP00000450565	0	0	0	0	0	0	0.650	0.108	0.674
IFNB1	PRLR	9606.ENSP00000369581	9606.ENSP00000482954	0	0	0	0	0.050	0	0.650	0.102	0.675
IFNB1	IRF5	9606.ENSP00000369581	9606.ENSP00000418037	0	0	0	0	0.082	0	0	0.665	0.680
IFNB1	IL5RA	9606.ENSP00000369581	9606.ENSP00000412209	0	0	0	0	0.104	0	0.650	0.128	0.702
IFNB1	IL6ST	9606.ENSP00000369581	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.204	0.709
IFNB1	IL17A	9606.ENSP00000369581	9606.ENSP00000497968	0	0	0	0	0.109	0	0	0.697	0.718
IFNB1	IL22	9606.ENSP00000369581	9606.ENSP00000442424	0	0	0	0	0.119	0	0	0.715	0.738
IFNB1	IL4R	9606.ENSP00000369581	9606.ENSP00000379111	0	0	0	0	0.059	0	0.650	0.375	0.776
IFNB1	IL12RB1	9606.ENSP00000369581	9606.ENSP00000470788	0	0	0	0	0.085	0	0.650	0.360	0.777
IFNB1	IFNL3	9606.ENSP00000369581	9606.ENSP00000481633	0	0	0	0	0.330	0	0	0.720	0.804
IFNB1	IL10	9606.ENSP00000369581	9606.ENSP00000412237	0	0	0	0	0.094	0	0	0.797	0.809
IFNB1	RELA	9606.ENSP00000369581	9606.ENSP00000384273	0	0	0	0	0	0	0.650	0.545	0.834
IFNB1	IL6	9606.ENSP00000369581	9606.ENSP00000385675	0	0	0	0	0.185	0	0	0.908	0.922
IFNB1	JAK1	9606.ENSP00000369581	9606.ENSP00000499900	0	0	0	0	0.057	0	0.650	0.810	0.932
IFNB1	TYK2	9606.ENSP00000369581	9606.ENSP00000431885	0	0	0	0	0.057	0	0.500	0.914	0.956
IFNE	IL2RB	9606.ENSP00000418018	9606.ENSP00000216223	0	0	0	0	0	0	0.650	0.051	0.653
IFNE	IL10RA	9606.ENSP00000418018	9606.ENSP00000227752	0	0	0	0	0	0	0.650	0.091	0.668
IFNE	IFNG	9606.ENSP00000418018	9606.ENSP00000229135	0	0	0	0	0.107	0	0	0.483	0.518
IFNE	IL9R	9606.ENSP00000418018	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0	0.650
IFNE	IL12RB2	9606.ENSP00000418018	9606.ENSP00000262345	0	0	0	0	0	0	0.650	0.061	0.657
IFNE	IL27RA	9606.ENSP00000418018	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0.063	0.658
IFNE	IL22RA1	9606.ENSP00000418018	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.147	0.688
IFNE	IFNK	9606.ENSP00000418018	9606.ENSP00000276943	0	0	0.107	0.722	0.062	0	0	0.696	0.723
IFNE	IL10RB	9606.ENSP00000418018	9606.ENSP00000290200	0	0	0	0	0.058	0.091	0.650	0.478	0.822
IFNE	IL22RA2	9606.ENSP00000418018	9606.ENSP00000296980	0	0	0	0	0	0	0.650	0.091	0.668
IFNE	IL20RA	9606.ENSP00000418018	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0.169	0.696
IFNE	IL23R	9606.ENSP00000418018	9606.ENSP00000321345	0	0	0	0	0	0	0.650	0.078	0.663
IFNE	IFNLR1	9606.ENSP00000418018	9606.ENSP00000327824	0	0	0	0	0	0	0.650	0.621	0.861
IFNE	IL20RB	9606.ENSP00000418018	9606.ENSP00000328133	0	0	0	0	0.062	0	0.650	0.059	0.664
IFNE	IFNL1	9606.ENSP00000418018	9606.ENSP00000329991	0	0	0	0	0.087	0	0	0.718	0.731
IFNE	IFNL2	9606.ENSP00000418018	9606.ENSP00000333639	0	0	0	0	0.062	0	0	0.717	0.723
IFNE	IL21R	9606.ENSP00000418018	9606.ENSP00000338010	0	0	0	0	0	0	0.650	0.103	0.672
IFNE	STAT1	9606.ENSP00000418018	9606.ENSP00000354394	0	0	0	0	0	0	0	0.511	0.511
IFNE	IFNGR1	9606.ENSP00000418018	9606.ENSP00000356713	0	0	0	0	0.074	0	0.650	0.506	0.825
IFNE	IL6R	9606.ENSP00000418018	9606.ENSP00000357470	0	0	0	0	0.065	0	0.650	0.098	0.679
IFNE	IL13RA1	9606.ENSP00000418018	9606.ENSP00000360730	0	0	0	0	0.074	0	0.650	0.088	0.678
IFNE	IL13RA2	9606.ENSP00000418018	9606.ENSP00000361004	0	0	0	0	0.044	0	0.650	0	0.651
IFNE	IL2RA	9606.ENSP00000418018	9606.ENSP00000369293	0	0	0	0	0	0	0.650	0.067	0.659
IFNE	IL6ST	9606.ENSP00000418018	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.057	0.655
IFNE	IL4R	9606.ENSP00000418018	9606.ENSP00000379111	0	0	0	0	0.059	0	0.650	0.088	0.673
IFNE	IL5RA	9606.ENSP00000418018	9606.ENSP00000412209	0	0	0	0	0.086	0	0.650	0	0.666
IFNE	JAK1	9606.ENSP00000418018	9606.ENSP00000499900	0	0	0	0	0	0	0	0.510	0.510
IFNE	TYK2	9606.ENSP00000418018	9606.ENSP00000431885	0	0	0	0	0	0	0	0.547	0.547
IFNE	PRLR	9606.ENSP00000418018	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0.057	0.655
IFNE	IL11RA	9606.ENSP00000418018	9606.ENSP00000450565	0	0	0	0	0	0	0.650	0.086	0.666
IFNE	IL12RB1	9606.ENSP00000418018	9606.ENSP00000470788	0	0	0	0	0	0	0.650	0.137	0.685
IFNE	IFNL3	9606.ENSP00000418018	9606.ENSP00000481633	0	0	0	0	0.070	0	0	0.697	0.706
IFNG	IL2RB	9606.ENSP00000229135	9606.ENSP00000216223	0	0	0	0	0.257	0	0.650	0.767	0.934
IFNG	RIPK2	9606.ENSP00000229135	9606.ENSP00000220751	0	0	0	0	0.072	0	0	0.400	0.419
IFNG	IL10RA	9606.ENSP00000229135	9606.ENSP00000227752	0	0	0	0	0.086	0	0.650	0.748	0.912
IFNG	IL23A	9606.ENSP00000229135	9606.ENSP00000228534	0	0	0	0	0.149	0	0	0.696	0.730
IFNG	IL26	9606.ENSP00000229135	9606.ENSP00000229134	0	0	0	0	0.138	0	0	0.583	0.625
IFNG	IL12A	9606.ENSP00000229135	9606.ENSP00000303231	0	0	0	0	0.159	0	0	0.385	0.461
IFNG	IFNK	9606.ENSP00000229135	9606.ENSP00000276943	0	0	0	0	0.108	0	0	0.509	0.543
IFNG	IL19	9606.ENSP00000229135	9606.ENSP00000499459	0	0	0	0	0.048	0	0	0.541	0.544
IFNG	IRGM	9606.ENSP00000229135	9606.ENSP00000428220	0	0	0	0	0	0	0	0.554	0.554
IFNG	IL24	9606.ENSP00000229135	9606.ENSP00000375795	0	0	0	0	0.140	0	0	0.517	0.567
IFNG	IL37	9606.ENSP00000229135	9606.ENSP00000263326	0	0	0	0	0	0	0	0.567	0.567
IFNG	RELA	9606.ENSP00000229135	9606.ENSP00000384273	0	0	0	0	0	0	0	0.585	0.585
IFNG	IRF5	9606.ENSP00000229135	9606.ENSP00000418037	0	0	0	0	0.057	0	0	0.593	0.600
IFNG	NLRP3	9606.ENSP00000229135	9606.ENSP00000337383	0	0	0	0	0.058	0	0	0.664	0.669
IFNG	PRLR	9606.ENSP00000229135	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0.182	0.701
IFNG	IL11RA	9606.ENSP00000229135	9606.ENSP00000450565	0	0	0	0	0	0	0.650	0.222	0.716
IFNG	IFNL2	9606.ENSP00000229135	9606.ENSP00000333639	0	0	0.359	0	0.042	0	0	0.598	0.731
IFNG	IFNL3	9606.ENSP00000229135	9606.ENSP00000481633	0	0	0.390	0	0.047	0	0	0.583	0.736
IFNG	IL12B	9606.ENSP00000229135	9606.ENSP00000231228	0	0	0.375	0	0.197	0	0	0.523	0.740
IFNG	IL9R	9606.ENSP00000229135	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0.308	0.747
IFNG	IL20RB	9606.ENSP00000229135	9606.ENSP00000328133	0	0	0	0	0.089	0	0.650	0.275	0.748
IFNG	IL22RA2	9606.ENSP00000229135	9606.ENSP00000296980	0	0	0	0	0.093	0	0.650	0.311	0.762
IFNG	IL5RA	9606.ENSP00000229135	9606.ENSP00000412209	0	0	0	0	0.044	0	0.650	0.358	0.766
IFNG	NOD2	9606.ENSP00000229135	9606.ENSP00000300589	0	0	0	0	0.082	0	0	0.760	0.770
IFNG	IL22RA1	9606.ENSP00000229135	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.447	0.798
IFNG	IL20RA	9606.ENSP00000229135	9606.ENSP00000314976	0	0	0.257	0	0	0	0.650	0.311	0.805
IFNG	IL10RB	9606.ENSP00000229135	9606.ENSP00000290200	0	0	0	0	0	0	0.650	0.553	0.837
IFNG	IL9	9606.ENSP00000229135	9606.ENSP00000274520	0	0	0	0	0.083	0	0	0.831	0.838
IFNG	LGALS3	9606.ENSP00000229135	9606.ENSP00000254301	0	0	0	0	0.073	0	0	0.839	0.844
IFNG	IL13RA1	9606.ENSP00000229135	9606.ENSP00000360730	0	0	0	0	0	0	0.650	0.618	0.860
IFNG	IFNL1	9606.ENSP00000229135	9606.ENSP00000329991	0	0	0.423	0	0.065	0	0	0.767	0.863
IFNG	IL6ST	9606.ENSP00000229135	9606.ENSP00000370698	0	0	0	0	0.121	0	0.650	0.598	0.865
IFNG	IL21R	9606.ENSP00000229135	9606.ENSP00000338010	0	0	0	0	0.171	0	0.650	0.594	0.872
IFNG	IL13RA2	9606.ENSP00000229135	9606.ENSP00000361004	0	0	0	0	0	0	0.650	0.662	0.876
IFNG	TYK2	9606.ENSP00000229135	9606.ENSP00000431885	0	0	0	0	0.057	0	0	0.876	0.878
IFNG	IFNLR1	9606.ENSP00000229135	9606.ENSP00000327824	0	0	0	0	0.089	0	0.650	0.693	0.893
IFNG	IL6R	9606.ENSP00000229135	9606.ENSP00000357470	0	0	0.273	0	0	0	0.650	0.624	0.896
IFNG	IL27RA	9606.ENSP00000229135	9606.ENSP00000263379	0	0	0	0	0.121	0	0.650	0.702	0.900
IFNG	STAT3	9606.ENSP00000229135	9606.ENSP00000264657	0	0	0	0	0.058	0	0	0.905	0.907
IFNG	IL22	9606.ENSP00000229135	9606.ENSP00000442424	0	0	0	0	0.208	0	0	0.926	0.939
IFNG	IL12RB2	9606.ENSP00000229135	9606.ENSP00000262345	0	0	0	0	0.207	0	0.650	0.833	0.949
IFNG	IL18	9606.ENSP00000229135	9606.ENSP00000280357	0	0	0	0	0.104	0	0	0.945	0.949
IFNG	IL12RB1	9606.ENSP00000229135	9606.ENSP00000470788	0	0	0	0	0.205	0	0.650	0.852	0.955
IFNG	IL23R	9606.ENSP00000229135	9606.ENSP00000321345	0	0	0	0	0.117	0	0.650	0.879	0.959
IFNG	IL13	9606.ENSP00000229135	9606.ENSP00000304915	0	0	0	0	0.072	0	0	0.960	0.961
IFNG	IL4R	9606.ENSP00000229135	9606.ENSP00000379111	0	0	0.207	0	0.049	0	0.650	0.876	0.962
IFNG	IL2RA	9606.ENSP00000229135	9606.ENSP00000369293	0	0	0	0	0.382	0	0.650	0.860	0.967
IFNG	IL17A	9606.ENSP00000229135	9606.ENSP00000497968	0	0	0	0	0.134	0	0	0.975	0.978
IFNG	STAT4	9606.ENSP00000229135	9606.ENSP00000351255	0	0	0	0	0.186	0	0.750	0.917	0.981
IFNG	IL6	9606.ENSP00000229135	9606.ENSP00000385675	0	0	0	0	0.128	0	0	0.981	0.983
IFNG	STAT1	9606.ENSP00000229135	9606.ENSP00000354394	0	0	0	0	0.131	0	0.500	0.971	0.986
IFNG	IL4	9606.ENSP00000229135	9606.ENSP00000231449	0	0	0	0	0.110	0	0	0.990	0.990
IFNG	JAK1	9606.ENSP00000229135	9606.ENSP00000499900	0	0	0	0	0.057	0	0.900	0.939	0.993
IFNG	IL10	9606.ENSP00000229135	9606.ENSP00000412237	0	0	0	0	0.566	0	0	0.989	0.995
IFNG	IFNGR1	9606.ENSP00000229135	9606.ENSP00000356713	0	0	0.284	0	0	0.985	0.900	0.998	0.999
IFNGR1	IL2RB	9606.ENSP00000356713	9606.ENSP00000216223	0	0	0	0	0.063	0	0	0.531	0.541
IFNGR1	IL10RA	9606.ENSP00000356713	9606.ENSP00000227752	0	0	0	0	0.141	0	0	0.751	0.777
IFNGR1	IL23A	9606.ENSP00000356713	9606.ENSP00000228534	0	0	0	0	0	0	0.650	0.193	0.705
IFNGR1	IL26	9606.ENSP00000356713	9606.ENSP00000229134	0	0	0	0	0	0	0	0.575	0.575
IFNGR1	IL12B	9606.ENSP00000356713	9606.ENSP00000231228	0	0	0.281	0	0	0	0.650	0.517	0.867
IFNGR1	IL4	9606.ENSP00000356713	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.705	0.892
IFNGR1	IL12RB2	9606.ENSP00000356713	9606.ENSP00000262345	0	0	0	0	0	0	0	0.724	0.724
IFNGR1	IL27RA	9606.ENSP00000356713	9606.ENSP00000263379	0	0	0	0	0	0	0	0.668	0.668
IFNGR1	STAT3	9606.ENSP00000356713	9606.ENSP00000264657	0	0	0	0	0.096	0.046	0	0.821	0.832
IFNGR1	IL22RA1	9606.ENSP00000356713	9606.ENSP00000270800	0	0	0	0	0	0	0	0.677	0.677
IFNGR1	IL9	9606.ENSP00000356713	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.231	0.719
IFNGR1	IFNK	9606.ENSP00000356713	9606.ENSP00000276943	0	0	0	0	0.074	0	0.650	0.480	0.816
IFNGR1	IL18	9606.ENSP00000356713	9606.ENSP00000280357	0	0	0	0	0.067	0	0	0.452	0.467
IFNGR1	IL10RB	9606.ENSP00000356713	9606.ENSP00000290200	0	0	0	0	0.128	0	0	0.806	0.823
IFNGR1	IL22RA2	9606.ENSP00000356713	9606.ENSP00000296980	0	0.021	0	0	0.049	0	0	0.566	0.569
IFNGR1	IL12A	9606.ENSP00000356713	9606.ENSP00000303231	0	0	0	0	0	0	0.650	0.204	0.709
IFNGR1	IL13	9606.ENSP00000356713	9606.ENSP00000304915	0	0	0	0	0	0	0.650	0.585	0.848
IFNGR1	IL23R	9606.ENSP00000356713	9606.ENSP00000321345	0	0	0	0	0	0	0	0.400	0.400
IFNGR1	IFNLR1	9606.ENSP00000356713	9606.ENSP00000327824	0	0	0	0	0.054	0	0	0.667	0.671
IFNGR1	IL20RB	9606.ENSP00000356713	9606.ENSP00000328133	0	0	0	0	0.042	0.189	0	0.450	0.535
IFNGR1	IFNL1	9606.ENSP00000356713	9606.ENSP00000329991	0	0	0.228	0	0	0	0.650	0.508	0.855
IFNGR1	IFNL2	9606.ENSP00000356713	9606.ENSP00000333639	0	0	0.231	0	0	0	0.650	0.480	0.847
IFNGR1	IL21R	9606.ENSP00000356713	9606.ENSP00000338010	0	0	0	0	0	0	0	0.553	0.553
IFNGR1	STAT4	9606.ENSP00000356713	9606.ENSP00000351255	0	0	0	0	0.078	0.046	0	0.614	0.631
IFNGR1	STAT1	9606.ENSP00000356713	9606.ENSP00000354394	0	0	0	0	0.124	0.837	0.900	0.977	0.999
IFNGR1	IL20	9606.ENSP00000356713	9606.ENSP00000356065	0	0	0	0	0	0	0.650	0	0.650
IFNGR1	IRGM	9606.ENSP00000356713	9606.ENSP00000428220	0	0	0	0	0	0	0	0.536	0.536
IFNGR1	IRF5	9606.ENSP00000356713	9606.ENSP00000418037	0	0	0	0	0.093	0	0	0.563	0.587
IFNGR1	IL6ST	9606.ENSP00000356713	9606.ENSP00000370698	0	0	0	0	0.056	0	0	0.619	0.624
IFNGR1	IL2RA	9606.ENSP00000356713	9606.ENSP00000369293	0	0	0.348	0	0.056	0	0	0.541	0.692
IFNGR1	IL19	9606.ENSP00000356713	9606.ENSP00000499459	0	0	0	0	0	0	0.650	0.195	0.706
IFNGR1	IL24	9606.ENSP00000356713	9606.ENSP00000375795	0	0	0	0	0	0	0.650	0.211	0.712
IFNGR1	IL4R	9606.ENSP00000356713	9606.ENSP00000379111	0	0	0	0	0.110	0.045	0	0.710	0.732
IFNGR1	IFNW1	9606.ENSP00000356713	9606.ENSP00000369578	0	0	0.209	0	0.074	0	0.650	0.150	0.752
IFNGR1	IL17A	9606.ENSP00000356713	9606.ENSP00000497968	0	0	0	0	0	0	0	0.761	0.761
IFNGR1	IL13RA1	9606.ENSP00000356713	9606.ENSP00000360730	0	0	0	0	0.259	0	0	0.703	0.770
IFNGR1	IL22	9606.ENSP00000356713	9606.ENSP00000442424	0	0	0	0	0	0	0.650	0.373	0.771
IFNGR1	IL6R	9606.ENSP00000356713	9606.ENSP00000357470	0	0	0.355	0	0.129	0	0	0.628	0.773
IFNGR1	IFNL3	9606.ENSP00000356713	9606.ENSP00000481633	0	0	0.243	0	0	0	0.650	0.480	0.850
IFNGR1	IL12RB1	9606.ENSP00000356713	9606.ENSP00000470788	0	0	0	0	0.101	0	0	0.859	0.867
IFNGR1	IL10	9606.ENSP00000356713	9606.ENSP00000412237	0	0	0	0	0.045	0	0.650	0.781	0.920
IFNGR1	IL6	9606.ENSP00000356713	9606.ENSP00000385675	0	0	0	0	0.087	0	0.650	0.788	0.926
IFNGR1	TYK2	9606.ENSP00000356713	9606.ENSP00000431885	0	0	0	0	0.083	0.065	0.900	0.760	0.976
IFNGR1	JAK1	9606.ENSP00000356713	9606.ENSP00000499900	0	0	0	0	0.151	0.634	0.900	0.997	0.999
IFNK	IL2RB	9606.ENSP00000276943	9606.ENSP00000216223	0	0	0	0	0	0	0.650	0	0.650
IFNK	IL10RA	9606.ENSP00000276943	9606.ENSP00000227752	0	0	0	0	0	0	0.650	0.091	0.668
IFNK	IL9R	9606.ENSP00000276943	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0	0.650
IFNK	IL12RB2	9606.ENSP00000276943	9606.ENSP00000262345	0	0	0	0	0	0	0.650	0.108	0.674
IFNK	IL27RA	9606.ENSP00000276943	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0	0.650
IFNK	IL22RA1	9606.ENSP00000276943	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.149	0.689
IFNK	JAK1	9606.ENSP00000276943	9606.ENSP00000499900	0	0	0	0	0	0	0	0.510	0.510
IFNK	STAT1	9606.ENSP00000276943	9606.ENSP00000354394	0	0	0	0	0	0	0	0.515	0.515
IFNK	TYK2	9606.ENSP00000276943	9606.ENSP00000431885	0	0	0	0	0	0	0	0.580	0.580
IFNK	IL6ST	9606.ENSP00000276943	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0	0.650
IFNK	IL11RA	9606.ENSP00000276943	9606.ENSP00000450565	0	0	0	0	0	0	0.650	0	0.650
IFNK	PRLR	9606.ENSP00000276943	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0	0.650
IFNK	IL13RA2	9606.ENSP00000276943	9606.ENSP00000361004	0	0	0	0	0	0	0.650	0	0.650
IFNK	IL21R	9606.ENSP00000276943	9606.ENSP00000338010	0	0	0	0	0	0	0.650	0.055	0.655
IFNK	IL2RA	9606.ENSP00000276943	9606.ENSP00000369293	0	0	0	0	0	0	0.650	0.064	0.658
IFNK	IL22RA2	9606.ENSP00000276943	9606.ENSP00000296980	0	0	0	0	0.062	0	0.650	0.060	0.664
IFNK	IL20RB	9606.ENSP00000276943	9606.ENSP00000328133	0	0	0	0	0	0	0.650	0.081	0.664
IFNK	IL5RA	9606.ENSP00000276943	9606.ENSP00000412209	0	0	0	0	0.086	0	0.650	0	0.666
IFNK	IL4R	9606.ENSP00000276943	9606.ENSP00000379111	0	0	0	0	0.059	0	0.650	0.076	0.669
IFNK	IL23R	9606.ENSP00000276943	9606.ENSP00000321345	0	0	0	0	0.042	0	0.650	0.104	0.673
IFNK	IL20RA	9606.ENSP00000276943	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0.108	0.674
IFNK	IL13RA1	9606.ENSP00000276943	9606.ENSP00000360730	0	0	0	0	0.074	0	0.650	0.078	0.675
IFNK	IL6R	9606.ENSP00000276943	9606.ENSP00000357470	0	0	0	0	0.065	0	0.650	0.095	0.677
IFNK	IFNL2	9606.ENSP00000276943	9606.ENSP00000333639	0	0	0	0	0.055	0	0	0.697	0.701
IFNK	IFNL3	9606.ENSP00000276943	9606.ENSP00000481633	0	0	0	0	0.069	0	0	0.692	0.701
IFNK	IFNL1	9606.ENSP00000276943	9606.ENSP00000329991	0	0	0	0	0.087	0	0	0.713	0.726
IFNK	IL12RB1	9606.ENSP00000276943	9606.ENSP00000470788	0	0	0.203	0	0	0	0.650	0.173	0.749
IFNK	IL10RB	9606.ENSP00000276943	9606.ENSP00000290200	0	0	0	0	0.058	0.091	0.650	0.473	0.821
